Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Fish_Leng_1,Fish_Leng_1_tape,Fish_Leng_2,Fish_Leng_2_tape,Fish_Ht,Fish_Ht_tape,Fish_Wdth,Fish_Grth,Sex,Gonad_Wt,DWP#,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass-guts_Wt,Oto_Well_ID,Strontium_marked_Y/N,Scales_Y/N,Scales_num,Fish_Ground_Y/N,Gonad_Saved_Y/N,Gonad_Saved_wt,Fat_Meter_1%_L,Fat_Meter_1%_R,Fat_Meter_2%_L,Fat_Meter_2%_R,Fat_Meter_3%_L,Fat_Meter_3%_R,Fat_Meter_4%_L,Fat_Meter_4%_R,Dissect_Comments,Date_LabDryStart,Fish+BagWt_g,Date_LabDryFinal,DryFish+BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ/kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ/kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ/kg_3,EnergyPDry_3,Bomb_ID_4,Bomb_PelletWt_g_4,EE_value_4,EnergyDensity_mJ/kg_4,EnergyPDry_4,BC_comments
FC-9-2021,FC-9-2021,FC-9-21,FC-9,7/14/2021 (FC),,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.766,45.3,,5,,10.5,,6.7,27.2,F,0.228,2-E4,5,0.3688,,,,,4.95,,,1.488,1-G12,N,Y,5,Y,Y,0.102,1,0.8,0.9,1.2,0.9,1.2,1.5,1.4,,10/15/21,109.9,10/19/21,29.9,0.7279,0.2721,,10/21/21,4,0.269,923.3249,23.5201,6.399008098,2,0.3466,955.8343,25.4668,6.928638035,,,,,,,,,,,
FC-10-2021,FC-10-2021,FC-10-21,FC-10,7/14/2021 (FC),,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.812,45,,4.4,,11.4,,6.4,28.3,F,0.236,3-A6,10,0.6547,,,,,5.5,,,1.508,2-A6,N,Y,5,Y,Y,0.108,0.6,1.1,0.8,0.6,0.9,1.1,1,1.2,,10/15/21,95.7,10/19/21,27.3,0.7147,0.2853,,10/21/21,4,0.4741,923.3249,23.4075,6.677374608,,,,,,,,,,,,,,,,
MN-1-2021,MN-1-2021,MN-1-21,MN-1,7/8/2021 (MN),,Mentasta,7/23/21,62.94958,-143.35984,2.692,49.4,,6.3,,14.5,,6.8,33.9,M,0.07,2-B1,,,,,,,,,,2.486,1-E9,N,Y,5,Y,Y,0.036,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.6,,10/19/21,87.9,10/23/21,19.3,0.7804,0.2196,,10/27/21,2,0.477,923.3914,20.6881,4.542438339,,,,,,,,,,,,,,,,
MN-2-2021,MN-2-2021,MN-2-21,MN-2,7/8/2021 (MN),,Mentasta,7/23/21,62.94958,-143.35984,2.214,45.6,,4.3,,11.5,,8.6,30.9,F,0.476,2-B2,10,1.0445,,,,,5.3,,,1.68,1-E10,N,Y,5,Y,Y,0.286,0.8,0.5,0.5,1,0.7,1.2,1.2,1.3,,10/19/21,103.7,10/23/21,25.1,0.758,0.242,,10/27/21,4,0.3382,923.3249,22.986,5.56363163,,,,,,,,,,,,,,,,
MN-3-2021,MN-3-2021,MN-3-21,MN-3,7/8/2021 (MN),,Mentasta,7/23/21,62.94958,-143.35984,2.308,44.7,,5.8,,15.5,,6.5,34.5,M,0.058,2-A7,,,,,,,,,,2.118,1-E7,N,Y,5,Y,Y,0.03,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,,10/19/21,101.5,10/23/21,20.3,0.8,0.2,,10/27/21,2,0.3683,923.3914,20.2505,4.0501,,,,,,,,,,,,,,,,
MN-4-2021,MN-4-2021,MN-4-21,MN-4,7/8/2021 (MN),,Mentasta,7/24/21,62.94958,-143.35984,1.7,45.1,,4.8,,11.6,,6.3,28,F,0.288,2-D6,5,0.274,,,,,5.8,,,1.376,1-G6,N,Y,5,Y,Y,0.092,1.1,0.6,1.1,0.6,0.7,0.8,0.9,1.3,,10/19/21,100,10/23/21,23.1,0.769,0.231,,10/27/21,4,0.3411,923.3249,22.1992,5.1280152,,,,,,,,,,,,,,,,
MN-5-2021,MN-5-2021,MN-5-21,MN-5,7/8/2021 (MN),,Mentasta,7/23/21,62.94958,-143.35984,2.38,46.8,,8.9,,15.9,,6.5,35.1,M,0.062,2-A6,,,,,,,,,,2.176,1-E6,N,Y,5,Y,Y,0.032,0.5,0.5,0.5,0.4,0.6,0.5,0.8,0.6,,10/19/21,110.9,10/23/21,24.9,0.7755,0.2245,,10/27/21,2,0.3185,923.3914,21.7414,4.881522633,,,,,,,,,,,,,,,,
MN-6-2021,MN-6-2021,MN-6-21,MN-6,7/8/2021 (MN),,Mentasta,7/23/21,62.94958,-143.35984,2.286,44.5,,6.7,,14.7,,6.7,33,M,0.074,2-A8 (Empty),,,,,,,,,,2.11,1-E8,N,Y,5,Y,Y,0.034,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.5,,10/20/21,103.9,10/23/21,22.1,0.7873,0.2127,,10/27/21,4,0.2992,923.3249,21.9957,4.678584889,,,,,,,,,,,,,,,,
MN-7-2021,MN-7-2021,MN-7-21,MN-7,7/8/2021 (MN),,Mentasta,7/24/21,62.94958,-143.35984,1.754,44.2,,5.3,,11.8,,6.8,28.8,F,0.32,2-D8,5,0.135,,,,,5.5,,,1.396,1-G8,N,Y,5,Y,Y,0.142,1.1,0.9,0.9,0.7,0.8,0.7,1.5,1.1,,10/20/21,103.4,10/23/21,25.6,0.7524,0.2476,,10/27/21,2,0.3955,923.3914,24.2603,6.006418569,,,,,,,,,,,,,,,,
MN-8-2021,MN-8-2021,MN-8-21,MN-8,7/8/2021 (MN),,Mentasta,7/24/21,62.94958,-143.35984,2.06,46,,5.8,,12,,7.6,28.8,F,0.374,2-D7,5,0.1021,,,,,5.1,,,1.648,1-G7,N,Y,5,Y,Y,0.172,0.7,0.7,0.7,1,0.8,0.7,0.9,0.5,,10/20/21,117.3,10/23/21,28.3,0.7587,0.2413,,10/27/21,4,0.3992,923.3249,23.0109,5.551649361,,,,,,,,,,,,,,,,
MN-9-2021,MN-9-2021,MN-9-21,MN-9,7/8/2021 (MN),,Mentasta,7/24/21,62.94958,-143.35984,1.886,44.8,,5.5,,12.7,,6.4,29.3,F,0.318,2-F2,7,0.6286,,,,,5.5,,,1.52,1-H6,N,Y,5,Y,Y,0.13,0.6,0.5,0.6,0.6,0.6,0.6,1,0.6,,10/29/21,129.4,11/3/21,31.5,0.7566,0.2434,,11/3/21,4,0.4725,923.3249,22.8553,5.563693586,,,,,,,,,,,,,,,,
MN-10-2021,MN-10-2021,MN-10-21,MN-10,7/8/2021 (MN),,Mentasta,7/24/21,62.94958,-143.35984,1.81,45,,4.6,,11.3,,6.4,28.3,F,0.3,2-E1,5,0.6616,,,,,4.8,,,1.458,1-G9,N,Y,5,Y,Y,0.096,0.7,0.7,0.5,0.8,0.8,0.7,0.7,0.8,,10/29/21,139.6,11/3/21,30.5,0.7815,0.2185,,11/3/21,2,0.4628,923.3914,22.3935,4.892562679,,,,,,,,,,,,,,,,
MN-11-2021,MN-11-2021,MN-11-21,MN-11,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,2.014,44.2,,6,,13.7,,6.6,32.7,M,0.058,3-F8,,,,,,,,,,1.874,2-D12,N,Y,5,Y,Y,0.028,0.3,0.6,0.3,0.4,0.4,0.4,0.4,0.4,,10/20/21,91.3,10/23/21,17.9,0.8039,0.1961,,10/27/21,2,0.3577,923.3914,18.3093,3.589665608,,,,,,,,,,,,,,,,
MN-12-2021,MN-12-2021,MN-12-21,MN-12,7/29/2021 (MN),,Mentasta,9/5/21,62.94958,-143.35984,1.448,44.8,,5.6,,11.5,,5.3,26.5,F,,4-D2,4,0.4825,,,,,4.65,,,1.388,2-G2,N,Y,5,Y,N,,0.7,0.7,0.4,0.6,0.5,0.5,0.6,0.6,Partial Spawned,10/29/21,80.6,11/3/21,15.4,0.8089,0.1911,,11/3/21,4,0.4899,923.3249,21.1874,4.048212903,2,0.4633,923.3914,21.1498,4.041028784,,,,,,,,,,,
MN-13-2021,MN-13-2021,MN-13-21,MN-13,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,1.418,43,,51,,11.1,,5.3,25.8,F,,4-B4,10,0.9771,,,,,4.4,,,1.298,2-E12,N,Y,,Y,N,,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,Partial spawned,10/29/21,59.8,11/3/21,13.6,0.7726,0.2274,,11/3/21,4,0.3264,923.3914,20.4748,4.656476254,,,,,,,,,,,,,,,,
MN-14-2021,MN-14-2021,MN-14-21,MN-14,7/29/2021 (MN),,Mentasta,9/5/21,62.94958,-143.35984,1.544,45.8,,5.4,,11.8,,5,27.2,F,,4-D1,,,,,,,,,,1.474,2-G1,N,Y,5,Y,N,,0.8,0.5,0.8,0.4,0.7,0.5,0.9,0.5,spawned out,10/29/21,95.4,11/3/21,19,0.8008,0.1992,,11/3/21,2,0.3823,923.3249,20.0847,4.000097484,,,,,,,,,,,,,,,,
MN-15-2021,MN-15-2021,MN-15-21,MN-15,7/29/2021 (MN),,Mentasta,9/5/21,62.94958,-143.35984,1.388,43.3,,4.7,,10.8,,5.2,25.2,F,,4-B8,7,0.8044,,,,,4,,,1.264,2-F4,N,Y,6,Y,N,,0.6,0.4,0.4,0.4,0.4,0.4,0.7,0.6,Partial Spawned,10/29/21,91.6,11/3/21,17.2,0.8122,0.1878,,11/4/21,4,0.3797,923.3249,20.0572,3.766199127,,,,,,,,,,,,,,,,
MN-16-2021,MN-16-2021,MN-16-21,MN-16,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,2.086,46.2,,6.5,,14.5,,5.6,33.5,M,0.026,3-F6,,,,,,,,,,1.996,2-D10,N,Y,5,Y,Y,0.01,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,63.3,11/3/21,14.2,0.7757,0.2243,,11/4/21,2,0.3685,923.3914,20.0502,4.497833175,,,,,,,,,,,,,,,,
MN-17-2021,MN-17-2021,MN-17-21,MN-17,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,1.92,43.9,,5.8,,14.4,,6,32.8,M,0.038,3-E7,,,,,,,,,,1.792,2-D3,N,Y,5,Y,Y,0.018,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,69.2,11/3/21,14.1,0.7962,0.2038,,11/4/21,4,0.3048,923.3249,19.9715,4.069337428,,,,,,,,,,,,,,,,
MN-18-2021,MN-18-2021,MN-18-21,MN-18,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,2.976,48.3,,8.3,,17.9,,7.1,40.3,M,0.09,3-F7,,,,,,,,,,2.796,2-D11,N,Y,5,Y,Y,0.044,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,,10/29/21,98.2,11/3/21,21.1,0.7851,0.2149,,11/4/21,2,0.2349,923.3914,20.8578,4.481665784,,,,,,,,,,,,,,,,
MN-19-2021,MN-19-2021,MN-19-21,MN-19,7/29/2021 (MN),,Mentasta,9/4/21,62.94958,-143.35984,2.444,45.7,,6.9,,17.1,,5.5,37.4,M,0.054,3-F4,,,,,,,,,,2.3,2-D8,N,Y,5,Y,Y,0.028,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,41.7,11/3/21,17.5,0.5803,0.4197,,11/4/21,4,0.3086,923.3249,19.2627,8.083866906,,,,,,,,,,,,,,,,
BN-1-2021,BN-1-2021,BN-1-21,BN-1,7/29/2021 (Bone Creek),,Bone Creek,9/5/21,62.98045269,-143.8608643,1.14,43.7,,5.6,,10.4,,4.6,23.3,F,,4-B6,,,,,,,,,,1.078,2-F2,N,Y,5,Y,N,,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.4,Spawned out,10/29/21,98.4,11/3/21,18.9,0.8079,0.1921,,11/3/21,4,0.3936,923.3249,17.6357,3.387344817,,,,,,,,,,,,,,,,
BN-2-2021,BN-2-2021,BN-2-21,BN-2,7/29/2021 (Bone Creek),,Bone Creek,9/3/21,62.98045269,-143.8608643,1.952,46,,7.2,,14.3,,5.1,32.1,M,0.062,3-C6,,,,,,,,,,1.802,2-B10,N,Y,5,Y,Y,0.032,0.4,0.5,0.6,0.5,0.5,0.5,0.5,0.5,,10/29/21,115,11/3/21,22.7,0.8026,0.1974,,11/3/21,2,0.4151,923.3914,19.677,3.884068696,,,,,,,,,,,,,,,,
TN-1-2021,TN-1-2021,N/A,N/A,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.6,45.6,,4.5,,11.5,,5.9,26.4,F,0.146,4-C5,6,0.3826,,,,,3.75,,,1.394,2-F9,N,Y,5,Y,Y,0.076,0.9,0.7,0.8,0.7,0.6,0.7,0.7,0.9,Mort- no gill clip,10/29/21,119.1,11/3/21,31.7,0.7338,0.2662,,11/4/21,2,0.3162,923.3914,23.8957,6.360148531,,,,,,,,,,,,,,,,
TN-2-2021,TN-2-2021,TN-2-21,TN-2,8/4/2021 (TN),,Tanada,9/3/21,62.45133,-143.382153,2.188,47.5,,6.2,,12.1,,7,29.9,M,0.044,3-E4,,,,,,,,,,2.076,2-C12,N,Y,5,Y,Y,0.022,0.7,0.7,0.7,0.6,0.7,0.8,0.6,0.8,,10/29/21,103.4,11/3/21,29.5,0.7147,0.2853,,11/4/21,2,0.2753,923.3914,23.5586,6.721264023,,,,,,,,,,,,,,,,
TN-3-2021,TN-3-2021,TN-3-21,TN-3,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.944,47.5,,4.7,,12,,6.2,29,F,0.168,4-D5,7,0.488,,,,,4.7,,,1.721,2-G5,N,Y,5,Y,Y,0.074,1.7,1.5,1.2,0.9,0.9,0.8,1,0.9,,10/29/21,107.3,11/3/21,28.6,0.7335,0.2665,,11/4/21,2,0.2719,923.3914,23.577,6.28427027,,,,,,,,,,,,,,,,
TN-4-2021,TN-4-2021,TN-4-21,TN-4,8/4/2021 (TN),,Tanada,9/4/21,62.45133,-143.382153,2.154,46.7,,4.8,,13.5,,6.5,30.7,M,0.046,3-F2,,,,,,,,,,2.03,2-D6,N,Y,5,Y,Y,0.022,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.8,,10/29/21,75.6,11/3/21,20,0.7354,0.2646,,11/4/21,2,0.308,923.3914,22.3277,5.906798942,,,,,,,,,,,,,,,,
TN-5-2021,TN-5-2021,TN-5-21,TN-5,8/4/2021 (TN),,Tanada,9/4/21,62.45133,-143.382153,1.77,45.5,,4,,10.5,,6.8,26.8,F,0.156,4-B3,10,0.498,,,,,3.25,,,1.556,2-E11,N,Y,5,Y,Y,0.072,1.2,1,0.8,0.9,0.7,1.2,0.7,1,,10/29/21,78.9,11/3/21,21.8,0.7237,0.2763,,11/4/21,2,0.2455,923.3914,24.1094,6.66140583,,,,,,,,,,,,,,,,
TN-6-2021,TN-6-2021,TN-6-21,TN-6,8/4/2021 (TN),,Tanada,9/3/21,62.45133,-143.382153,1.952,47,,6.2,,12.7,,6.6,30.9,M,0.054,3-C4,,,,,,,,,,1.832,2-B8,N,Y,5,Y,Y,0.03,1.1,0.9,1,1.5,1.3,1.3,1.2,1.2,,10/29/21,130.8,11/3/21,34.5,0.7362,0.2638,,11/4/21,2,0.3424,923.3914,22.2467,5.867822248,,,,,,,,,,,,,,,,
TN-7-2021,TN-7-2021,TN-7-21,TN-7,8/4/2021 (TN),,Tanada,9/3/21,62.45133,-143.382153,2.817,50.5,,8,,14.5,,7,33.9,M,0.036,3-E5,,,,,,,,,,2.686,2-D1,N,Y,5,Y,Y,0.02,0.6,0.6,0.7,0.6,0.9,0.6,1,0.6,,10/29/21,120.2,11/3/21,30.4,0.7471,0.2529,,11/4/21,2,0.2514,923.3914,22.0219,5.569598669,,,,,,,,,,,,,,,,
TN-8-2021,TN-8-2021,TN-8-21,TN-8,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.462,44.4,,4.2,,10.8,,6.3,26,F,0.14,4-C2,5,0.2528,,,,,3.5,,,1.27,2-F6,N,Y,5,Y,Y,0.064,1,1.1,1.1,0.8,0.8,0.7,0.9,1,,10/29/21,117,11/3/21,30.2,0.7419,0.2581,,11/4/21,2,0.2636,923.3914,23.5525,6.079363248,2,0.2942,923.3914,22.5869,5.830122906,,,,,,,,,,,
TN-9-2021,TN-9-2021,TN-9-21,TN-9,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.78,46.6,,4.6,,11.7,,6.2,28,F,0.218,4-D7,6,0.7129,,,,,4.05,,,1.504,2-G7,N,Y,5,Y,Y,0.092,1.1,1,1.1,1.2,0.8,0.9,0.8,0.7,,10/29/21,77.3,11/3/21,21.2,0.7257,0.2743,,11/4/21,2,0.3285,922.7887,21.8297,5.986929366,,,,,,,,,,,,,,,,
TN-10-2021,TN-10-2021,TN-10-21,TN-10,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.984,47.1,,6.9,,12.3,,6.2,28.8,M,0.052,4-D8,,,,,,,,,,1.86,2-G8,N,Y,5,Y,Y,0.026,1.6,0.7,0.8,0.7,0.8,0.7,1,0.7,,10/29/21,111.4,11/3/21,27.8,0.7504,0.2496,,11/4/21,2,0.3018,922.7887,23.4456,5.85087684,,,,,,,,,,,,,,,,
TN-11-2021,TN-11-2021,TN-11-21,TN-11,8/4/2021 (TN),,Tanada,9/5/21,62.45133,-143.382153,1.412,42.5,,3.8,,11.3,,5.6,26.6,F,0.152,4-E1,8,0.6249,,,,,3.75,,,1.21,2-G9,N,Y,5,Y,Y,0.066,0.9,0.9,0.8,0.8,0.7,0.7,1.1,0.8,,10/29/21,102.8,11/3/21,27.2,0.7354,0.2646,,11/4/21,2,0.3422,922.7887,24.3945,6.454575875,,,,,,,,,,,,,,,,
CL-1-2021,CL-1-2021,N/A,N/A,8/3/21 (CL),,Copper Lake,9/5/21,62.42724893,-143.4817789,2.698,51,,6.4,,15.2,,6.5,35.1,F,0.428,4-C7,5,0.7068,,,,,5.25,,,2.162,2-F11,N,Y,5,Y,Y,0.196,1.2,0.8,0.8,0.7,0.7,0.7,0.6,0.7,Gill net capture,10/29/21,97.8,11/3/21,23.3,0.7618,0.2382,,11/4/21,2,0.2729,922.7887,24.2365,5.774135481,,,,,,,,,,,,,,,,
CL-2-2021,CL-2-2021,CL-2-21,CL-2,8/3/2021 (CL),,Copper Lake,9/4/21,62.42724893,-143.4817789,1.27,44.9,,4,,11,,4.5,25,F,,4-B2,,,,,,,,,,1.212,2-E10,N,Y,5,Y,N,,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,Spawned; Floater,10/29/21,49.9,11/3/21,10.7,0.7856,0.2144,,11/4/21,2,0.2185,922.7887,18.6574,4.00068497,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/21,4,1.0005,930.9568,26.235,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/21,4,1.0158,930.208,26.2563,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/21,2,1.0041,923.5447,27.3767,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/21,4,0.9938,927.6228,26.3301,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/21,2,0.9919,928.1951,27.2385,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/21,4,1.0259,927.4821,26.3342,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/21,2,1.0202,921.5566,27.4363,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/21,4,1.0089,927.9991,26.3194,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/21,2,1.0073,928.4513,27.2308,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/4/21,2,1.021,936.3896,26.9977,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/4/21,4,1.0225,928.3193,26.3102,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/21,4,1.0009,922.7243,26.4713,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/21,2,0.9966,922.8939,27.3963,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/21,2,0.9952,920.3515,27.4727,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/21,4,1.0107,925.0247,26.4048,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/21,2,1.0052,929.1659,27.2097,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/21,4,1.0109,921.9117,26.4948,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/21,2,1.0154,926.2957,27.3054,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/21,4,0.9954,928.1103,26.3162,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/21,2,1.0077,929.162,27.2204,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/13/21,4,1.0253,921.6703,26.5018,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/21,2,0.9791,927.5813,27.2674,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/21,4,1.0287,924.6927,26.4144,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/21,2,1.0222,926.532,27.2883,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20/21,4,1.0146,933.7354,26.1562,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/21,4,0.9719,925.7037,26.3852,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/21,2,0.9797,924.1799,27.3687,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/21,4,0.9996,923.1518,26.4589,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/21,2,0.9755,927.275,26.342,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/3/21,2,1.0082,927.3673,26.3394,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/3/21,4,1.0038,930.345,26.2524,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/21,2,1.0349,924.8707,26.4002,,,,,,,,,,,,,,,,,Benzoic Acid Standard
Benzoic Acid Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/21,2,1.0058,924.0758,26.4167,0.468546695,,,,,,,,,,,,,,,,Benzoic Acid Standard