"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","assign_likelihood","Work_km2","EnergyPDry_1_mJ_g","Fish_Wt_g","TotalEnergy_mJ"
"28","BC-28-2020","BC-20-28","BC-28-20","BC-20-28","2020-06-30","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,1.566,41.6,NA,3.1,NA,11.1,NA,5.7,28,"F",0.11,"1-E6",10,0.2474,10,0.3454,10,0.2944,3.5,3.4,3.8,1.34,"1-D2","N","Y",10,"Y","Y",0.05,9.2,"11.3",6.9,6.3,4.7,2.5,3.4,1.5,"",NA,"10/30/20",44.7,"11/3/20",16.8,0.6242,0.3758,NA,"11/14/20",4,0.3338,923.3249,26.5014,9.960257718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"Gulkana ",1,390.7567857,0.009960257718,1566,15.597763586388
"29","BC-29-2020","BC-20-29","BC-29-20","BC-20-29","2020-06-30","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,2.25,47.3,NA,3.8,NA,12,NA,6.2,31.2,"F",0.15,"1-E8",10,0.2936,10,0.3864,10,0.36,3.9,4.2,4,1.932,"1-D4","N","Y",7,"Y","Y",0.084,6.5,"6.9",5.4,5.4,5.7,9.7,3.2,1.5,"Worms on guts",NA,"10/30/20",52,"11/3/20",18.6,0.6423,0.3577,NA,"11/14/20",2,0.3333,955.4635,27.7734,9.934331538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"KlutinaLake",1,174.5126368,0.009934331538,2250,22.3522459605
"30","BC-30-2020","BC-20-30","BC-30-20","BC-20-30","2020-06-30","Middle","Baird Canyon","7/10/30",60.73831,-144.5687,1.824,43.9,NA,3.8,NA,11.6,NA,5.4,29,"F",0.152,"1-E3",10,0.4419,10,0.4323,10,0.3794,4.2,4.2,4.3,1.562,"1-C11","N","Y",6,"Y","Y",0.082,5.9,"5.8",7.9,8.5,5.9,5.4,3.3,2.2,"",NA,"10/30/20",45.4,"11/3/20",17.9,0.6057,0.3943,NA,"11/14/20",4,0.3808,923.3249,27.2128,10.72927577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"GulkanaHatchery",1,425.7602743,0.01072927577,1824,19.57019900448
"31","BC-31-2020","BC-20-31","BC-31-20","BC-20-31","2020-07-01","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,1.27,36.6,NA,3.8,NA,10.8,NA,5,27.1,"M",0.07,"1-D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.086,"1-C7","N","Y",7,"Y","Y",0.034,6.1,"6.5",7.9,5.1,5.6,2.4,0.9,3.1,"",NA,"11/5/20",57.2,"11/10/20",20.5,0.6416,0.3584,NA,"11/15/20",2,0.2638,955.4635,25.656,9.194895105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"Bremner",0.99,8.38068264,0.009194895105,1270,11.67751678335
"32","BC-32-2020","BC-20-32","BC-32-20","BC-20-32","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,2.31,44.8,NA,4.1,NA,12.8,NA,6.2,32.7,"F",0.236,"1-C7",10,0.7544,10,0.5627,10,0.4766,4.5,4.4,4.4,1.88,"1-B11","N","Y",7,"Y","Y",0.108,5.5,"5.5.",5.7,3.3,3.2,5.1,1.6,2.1,"",NA,"11/5/20",56.1,"11/10/20",19.9,0.6453,0.3547,NA,"11/15/20",4,0.2715,923.3249,25.9703,9.212281105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"Chitina",0.85,100.7487206,0.009212281105,2310,21.28036935255
"33","BC-33-2020","BC-20-33","BC-33-20","BC-20-33","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,1.834,43,NA,3.5,NA,11.5,NA,6.1,29,"F",0.158,"1-D5",NA,NA,NA,NA,NA,NA,5.2,NA,NA,1.518,"1-C5","N","Y",10,"Y","Y",0.078,6.7,"3.4",6.9,6.1,4.4,5.4,2.1,3.2,"gooshy eggs",NA,"11/5/20",61.2,"11/10/20",21.9,0.6422,0.3578,NA,"11/15/20",2,0.264,955.4635,26.8669,9.614135784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"KlutinaTonsinaOutlet",0.95,160.7660338,0.009614135784,1834,17.632325027856
"34","BC-34-2020","BC-20-34","BC-34-20","BC-20-34","2020-07-01","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,1.832,43.3,NA,4,NA,11.3,NA,5.4,30.4,"F",0.142,"1-D8",NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.536,"1-C8","N","Y",7,"Y","Y",0.074,7.6,"5.9",3.2,4.2,2.3,2.9,1.8,1.3,"Wormy guts - pete took photo, gooshy eggs",NA,"11/5/20",56.8,"11/10/20",20.5,0.6391,0.3609,NA,"11/15/20",4,0.3874,923.3249,26.7063,9.63871743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"KlutinaLake",0.98,174.5126368,0.00963871743,1832,17.65813033176
"35","BC-35-2020","BC-20-35","BC-35-20","BC-20-35","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,2.048,46.2,NA,4,NA,11.4,NA,5.9,29.1,"F",0.098,"1-D6",NA,NA,NA,NA,NA,NA,4.2,NA,NA,1.78,"1-C6","N","Y",6,"Y","Y",0.042,7.7,"6.2",5.7,5.6,3.8,4.2,1.9,3,"",NA,"11/5/20",56.3,"11/10/20",20.4,0.6377,0.3623,NA,"11/15/20",2,0.3912,955.4635,26.5213,9.609849378,4,0.4298,923.3249,25.8724,9.374723979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"insufficient genotypes",0,NA,0.009609849378,2048,19.680971526144
"36","BC-36-2020","BC-20-36","BC-36-20","BC-20-36","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,1.548,40.1,NA,3.7,NA,11.2,NA,5.1,28.4,"F",0.124,"1-D3",10,0.4618,10,0.3906,10,0.4142,3.9,4.2,4,NA,"1-C3","N","Y",5,"Y","Y",0.064,7.9,"10.6",6.8,6.9,4,4.9,1.1,3.1,"",NA,"11/5/20",56.1,"11/10/20",20.3,0.6381,0.3619,NA,"11/15/20",2,0.4738,955.4635,28.467,10.30089305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"Chitina",0.81,100.7487206,0.01030089305,1548,15.9457824414
"37","BC-37-2020","BC-20-37","BC-37-20","BC-20-37","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,2.684,47.3,NA,6.2,NA,13.3,NA,6.3,33,"M",0.084,"1-D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.392,"1-C2","N","Y",9,"Y","Y",0.04,2.8,"3.1",2.4,3.1,1.8,1.5,1,1,"",NA,"11/5/20",57.3,"11/10/20",22.2,0.6126,0.3874,NA,"11/15/20",4,0.4203,923.3249,23.9636,9.284326702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"KlutinaLake",0.89,174.5126368,0.009284326702,2684,24.919132868168
"38","BC-38-2020","BC-20-38","BC-38-20","BC-20-38","2020-07-01","Middle","Baird Canyon","7/9/20",60.73831,-144.5687,2.402,46.6,NA,5.5,NA,13.6,NA,6.8,32.9,"M",0.028,"1-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.184,"1-C1","Y","Y",8,"Y","Y",0.016,10.5,"8.7",7.9,8.6,5.5,8.1,4.5,4,"",NA,"11/5/20",72.1,"11/10/20",27.8,0.6144,0.3856,NA,"11/15/20",2,0.4367,955.4635,28.3494,10.93083662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"insufficient genotypes",0,NA,0.01093083662,2402,26.25586956124
"39","BC-39-2020","BC-20-39","BC-39-20","BC-20-39","2020-07-01","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,1.786,42.2,NA,3.9,NA,11.5,NA,5.3,29.8,"F",0.078,"1-E7",10,0.1876,10,0.1959,10,0.1616,3.6,3.4,3.4,1.58,"1-D3","N","Y",5,"Y","Y",0.034,7.7,"8.9",8.6,6.4,6.5,5.2,3,3.5,"",NA,"11/5/20",69.2,"11/10/20",26.4,0.6185,0.3815,NA,"11/15/20",4,0.4372,923.3249,27.5083,10.49449595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"GulkanaHatchery",1,425.7602743,0.01049449595,1786,18.7431697667
"40","BC-40-2020","BC-20-40","BC-40-20","BC-20-40","2020-07-01","Middle","Baird Canyon","7/10/20",60.73831,-144.5687,2.686,45.6,NA,5.8,NA,13.4,NA,6,33.7,"M",0.026,"1-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.442,"1-D1","Y","Y",10,"Y","Y",0.012,10.7,"8.9",11,9.3,6.5,5.5,3,2,"",NA,"11/5/20",66.9,"11/10/20",25.1,0.6248,0.3752,NA,"11/15/20",2,0.4854,955.4635,29.8175,11.18713378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58584.32,NA,2020,"GulkanaHatchery",1,425.7602743,0.01118713378,2686,30.04864133308
"41","CA-1-2020","CA-20-41","CA-1-20","CA-20-41","2020-08-05","Late","Chitina Airport","9/23/20",61.586499,-144.427586,1.492,41.8,NA,4.8,NA,9.9,NA,5.1,25.4,"M",0.018,"2-B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.366,"2-B2","Y","Y",6,"Y","Y",0.01,3.9,"3.3",3.2,2.4,1.6,1.2,0.8,0.8,"",NA,"11/14/20",121.1,"11/19/20",35.2,0.7093,0.2907,NA,"11/23/20",2,0.4236,955.4635,25.2043,7.326105367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"Gulkanahatchery",1,425.7602743,0.007326105367,1492,10.930549207564
"42","CA-2-2020","CA-20-42","CA-2-20","CA-20-42","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,2.206,45.3,NA,6.3,NA,11.8,NA,5.6,29.2,"M",0.064,"2-A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.994,"2-A7","N","Y",5,"Y","Y",0.03,1.1,"0.8",0.8,0.8,1.3,0.8,1.6,0.7,"",NA,"11/14/20",115.1,"11/19/20",31.3,0.7281,0.2719,NA,"11/23/20",4,0.3961,923.3249,23.4554,6.378401564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaLake",0.89,174.5126368,0.006378401564,2206,14.070753850184
"43","CA-3-2020","CA-20-43","CA-3-20","CA-20-43","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,2.29,46.7,NA,3.9,NA,12,NA,5.8,30.8,"F",0.266,"Fin Well ID 3(2)",NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.93,"2-E3","N","Y",5,"Y","Y",0.116,0.7,"0.7",0.7,0.8,0.8,0.8,0.8,0.7,"",NA,"11/14/20",175,"11/19/20",47.7,0.7274,0.2726,NA,"11/24/20",2,0.394,955.4635,23.7983,6.486736629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaLake",0.7,174.5126368,0.006486736629,2290,14.85462688041
"44","CA-4-2020","CA-20-44","CA-4-20","CA-20-44","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.492,41.4,NA,3.5,NA,10,NA,5,26,"F",0.158,"Fin well ID 7(2)",10,0.804,NA,NA,NA,NA,4.2,NA,NA,1.248,"2-E7","N","Y",5,"Y","Y",0.076,1,"0.7",0.7,1.2,0.6,0.7,0.5,0.9,"",NA,"11/14/20",108.1,"11/19/20",28.1,0.7401,0.2599,NA,"11/24/20",2,0.4491,955.4635,23.668,6.152366327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaLake",1,174.5126368,0.006152366327,1492,9.179330559884
"45","CA-5-2020","CA-20-45","CA-5-20","CA-20-45","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,1.452,40.6,NA,4.5,NA,10.6,NA,4.7,26.1,"M",0.048,"2-B5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.312,"2-B1","N","Y",6,"Y","Y",0.024,3.9,"1.6",1.5,1.5,1.4,1.4,0.8,0.8,"",NA,"11/14/20",161.5,"11/19/20",48.1,0.7022,0.2978,NA,"11/24/20",2,0.4778,955.4635,23.399,6.968990093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaLake",0.7,174.5126368,0.006968990093,1452,10.118973615036
"46","CA-6-2020","CA-20-46","CA-6-20","CA-20-46","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,1.17,38.1,NA,4.8,NA,9.7,NA,4.2,23.9,"M",0.056,"2-A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.032,"2-A5","N","Y",6,"Y","Y",0.028,1.6,"1.5",2.9,1.2,2.3,0.9,1.6,0.8,"",NA,"11/14/20",183.8,"11/19/20",51.9,0.7176,0.2824,NA,"11/24/20",2,0.3783,955.4635,24.0486,6.790654733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaLake",0.89,174.5126368,0.006790654733,1170,7.94506603761
"47","CA-7-2020","CA-20-47","CA-7-20","CA-20-47","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.63,41.9,NA,3.6,NA,10.5,NA,5.3,27.6,"F",0.19,"Fin well ID 48",10,0.7253,NA,NA,NA,NA,5,NA,NA,1.35,"2-D12","N","Y",5,"Y","Y",0.076,1.3,"1.1",1.5,1.3,1,0.8,1.3,0.6,"",NA,"11/14/20",182.3,"11/19/20",54.4,0.7016,0.2984,NA,"11/24/20",2,0.3975,955.4635,25.6418,7.651749424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaTonsinaOutlets",0.96,160.7660338,0.007651749424,1630,12.47235156112
"48","CA-8-2020","CA-20-48","CA-8-20","CA-20-48","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,1.91,44.5,NA,5.1,NA,11.7,NA,5.5,28.1,"M",0.058,"2-B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.752,"2-A11","N","Y",5,"Y","Y",0.03,4,"4.2",3.9,5.1,2.8,1.8,1.2,1.3,"",NA,"11/14/20",146.8,"11/19/20",48.2,0.6717,0.3283,NA,"11/24/20",2,0.4147,955.4635,16.4674,5.406871117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"insufficient genotypes",0,NA,0.005406871117,1910,10.32712383347
"49","CA-9-2020","CA-20-49","CA-9-20","CA-20-49","2020-08-06","Late","Chitina Airport","9/24/20",61.586499,-144.427586,1.76,43.4,NA,5.4,NA,10.5,NA,4.9,26.6,"M",0.064,"2-C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,"2-B5","N","Y",6,"Y","Y",0.036,0.8,"0.8",0.8,0.7,0.7,0.7,0.6,0.6,"",NA,"11/14/20",114.3,"11/19/20",29.7,0.7402,0.2598,NA,"11/24/20",2,0.381,955.4635,23.7752,6.177807874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"insufficient genotypes",0,NA,0.006177807874,1760,10.87294185824
"50","CA-10-2020","CA-20-50","CA-10-20","CA-20-50","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,2.442,48.2,NA,5.8,NA,13,NA,5.7,30.8,"M",0.044,"2-B7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.244,"2-B3","Y","Y",6,"Y","Y",0.024,6.6,"5.5",5.9,5.7,3.7,5.6,1.5,2.3,"",NA,"11/14/20",158.3,"11/19/20",55.6,0.6488,0.3512,NA,"11/24/20",2,0.4336,955.4635,29.0382,10.19914037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"Gulkanahatchery",1,425.7602743,0.01019914037,2442,24.90630078354
"51","CA-11-2020","CA-20-51","CA-11-20","CA-20-51","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.798,44.3,NA,4,NA,10.5,NA,5.2,27,"F",0.23,"Fin well ID 1(2)",10,0.7713,NA,NA,NA,NA,4.6,NA,NA,1.474,"2-E1 (1 oto)","N","Y",5,"Y","Y",0.106,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"11/23/20",96.9,"1/5/21",24.6,0.7461,0.2539,NA,"2/5/21",4,0.407,923.3249,21.7376,5.518523839,4,0.4458,923.3249,21.4656,5.449471207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaTonsinaOutlets",0.85,160.7660338,0.005518523839,1798,9.922305862522
"52","CA-12-2020","CA-20-52","CA-12-20","CA-20-52","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.66,42,NA,3.7,NA,10.5,NA,5,26.8,"F",0.18,"Fin clip ID: 46",10,0.6211,NA,NA,NA,NA,4.4,NA,NA,1.384,"2-D10 (1 oto)","Y","Y",6,"Y","Y",0.086,4.3,"3.5",4.2,2.8,4.5,3.1,2.7,1.9,"",NA,"11/23/20",108.9,"1/5/21",35.4,0.6749,0.3251,NA,"2/5/21",2,0.4661,955.4635,25.5009,8.28954876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"Gulkanahatchery",1,425.7602743,0.00828954876,1660,13.7606509416
"53","CA-13-2020","CA-20-53","CA-13-20","CA-20-53","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.426,39.9,NA,3.6,NA,10.4,NA,4.7,26.1,"F",0.164,"Fin well ID: 9(2)",NA,NA,NA,NA,NA,NA,4.2,NA,NA,1.198,"2-E9 (1 oto)","N","Y",6,"Y","Y",0.092,0.8,"0.8",1.1,1.6,1.9,0.7,0.7,0.6,"",NA,"11/23/20",108.4,"1/5/21",28.6,0.7362,0.2638,NA,"2/5/21",2,0.4873,955.4635,23.876,6.299387454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaTonsinaOutlets",1,160.7660338,0.006299387454,1426,8.982926509404
"54","CA-14-2020","CA-20-54","CA-14-20","CA-20-54","2020-08-06","Late","Chitina Airport","",61.586499,-144.427586,2.076,48.5,NA,3.6,NA,10.5,NA,5.4,28,"F",0.18,"Fin well ID 2(2)",NA,NA,NA,NA,NA,NA,4.6,NA,NA,1.806,"2-E2","Y","Y",4,"Y","Y",0.09,1.3,"1.7",1,1.4,0.8,1.3,0.8,0.7,"",NA,"11/23/20",133,"1/5/21",39.7,0.7015,0.2985,NA,"2/5/21",4,0.5125,923.3249,18.1292,5.411498045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"Gulkanahatchery",1,425.7602743,0.005411498045,2076,11.23426994142
"55","CA-15-2020","CA-20-55","CA-15-20","CA-20-55","2020-08-06","Late","Chitina Airport","9/24/20",61.586499,-144.427586,1.74,43.4,NA,5.3,NA,11.4,NA,4.9,27.5,NA,0.082,"2-D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534,"2-C5 (1 oto)","N","Y",NA,"Y","Y",0.042,1.2,"1.6",1,1.4,0.8,2.1,1.7,0.9,"",NA,"11/23/20",89.5,"1/5/21",25.6,0.714,0.286,NA,"2/5/21",4,0.424,923.3249,24.0732,6.885742123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"insufficient genotypes",0,NA,0.006885742123,1740,11.98119129402
"56","CA-16-2020","CA-20-56","CA-16-20","CA-20-56","2020-08-06","Late","Chitina Airport","9/28/20",61.586499,-144.427586,1.872,44,NA,4,NA,11.2,NA,5.2,28.5,"F",0.192,"Fin Well ID: 5(2)",NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.582,"2-E5 (1 OTO)","N","Y",6,"Y","Y",0.076,2.1,"1.6",1.8,1.5,1.6,1.9,1.3,0.8,"",NA,"11/23/20",110,"1/5/21",33.1,0.6991,0.3009,NA,"2/5/21",4,0.3226,923.3249,18.0088,5.419011636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"KlutinaTonsinaOutlets",1,160.7660338,0.005419011636,1872,10.144389782592
"57","CA-17-2020","CA-20-57","CA-17-20","CA-20-57","2020-08-06","Late","Chitina Airport","9/23/20",61.586499,-144.427586,2.374,49.7,NA,7.2,NA,12.4,NA,6,30.2,"M",0.074,"2-B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,"2-A9","Y","Y",6,"Y","Y",0.038,1.7,"1.5",1.7,1.8,1.2,1.5,0.8,1.5,"",NA,"11/23/20",86.8,"1/5/21",26.5,0.6947,0.3053,NA,"2/5/21",2,0.4074,955.4635,20.7262,6.327699309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150114.06,NA,2020,"Gulkanahatchery",1,425.7602743,0.006327699309,2374,15.021958159566
