"Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","runtime","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2.1","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments"
"CC-29-2019","CC29-2019","CC-29-19","CC29","6/19/2019","Mid","7/21/2019",61.40097,-144.51765,"CC",1.744,43.5,44.3,4.3,4.7,11.6,13.1,NA,29.7,"F",0.17,"N/A",73,4.5324,52,3.1023,54,3.5869,3.7,4.1,4.3,1.512,"1-B9","N","Y",6,"Y","Y",0.076,8.9,10.2,6.8,8,6.6,5.5,3.5,3.5,"","10/8/2019",163.7,"10/17/2019",52.9,0.6768,0.3232,NA,"11/5/2019",2,0.4396,924.0889,26.6648,8.616786316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-30-2019","CC30-2019","CC-30-19","CC30","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",1.386,38.8,40.4,3.6,4.2,10.9,11.6,5.6,26.6,"F",0.188,"N/A",32,3.088,39,4.7198,45,5.0096,4.7,4.4,4.8,1.128,"1-H3","N","Y",5,"Y","Y",0.09,2.2,2.2,2.2,2.1,1.7,1.3,1.3,1.2,"","10/8/2019",120.7,"10/17/2019",35.2,0.7084,0.2916,NA,"11/10/2019",4,0.3216,923.4282,25.4453,7.42066744,2,0.2813,924.0889,24.3311,7.095730903,4,0.2626,923.4282,24.5339,7.154873902,NA,NA,NA,NA,NA,NA
"CC-31-2019","CC31-2019","CC-31-19","CC31","6/19/2019","Mid","8/7/2019",61.40097,-144.51765,"CC",2.896,49.6,49.9,5.3,5.7,13.3,15.1,6.7,34.2,"M",0.044,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.728,"1-G7","N","Y",5,"Y","Y",0.022,9.5,8,8,9.4,5.5,5,2.1,2.6,"","10/17/2019",184.8,"10/23/2019",61,0.6699,0.3301,NA,"11/10/2019",4,0.479,923.4282,26.5032,8.748350649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-32-2019","CC32-2019","CC-32-19","CC32","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",1.86,43.8,44.2,4.8,5.1,11.3,11.4,5.9,28.7,"M",0.038,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,"1-H5","N","Y",5,"Y","Y",0.018,5.3,6.2,5,5.8,2.4,3.2,1.9,1.4,"","10/17/2019",121.1,"10/23/2019",39.6,0.673,0.327,NA,"11/10/2019",2,0.347,923.6164,26.701,8.731293146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-33-2019","CC33-2019","CC-33-19","CC33","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",2.472,47.7,48,5.2,5.7,13.3,13.2,6.2,32.3,"M",0.062,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-H4","N","Y",5,"Y","Y",0.028,6.5,6.1,5.9,6.3,3,4.3,2.2,2.2,"","10/17/2019",201.5,"10/23/2019",66.8,0.6685,0.3315,NA,"11/10/2019",4,0.4173,923.4282,26.6568,8.837093002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-34-2019","CC34-2019","CC-34-19","CC34","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",2.294,48.6,49,4.9,5.4,12,14.1,6.2,30.9,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.158,"1-G11","N","Y",5,"Y","Y",0.014,3.3,3.9,1.8,3.5,1.8,1.7,1.1,1.2,"","10/17/2019",181.8,"10/23/2019",54.6,0.6997,0.3003,NA,"11/10/2019",2,0.3334,923.6164,24.8451,7.461729703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-35-2019","CC35-2019","CC-35-19","CC35","6/19/2019","Mid","8/6/2019",61.40097,-144.51765,"CC",1.944,44.9,49.8,4,5.4,10.3,13.4,5.7,29.2,"F",0.176,"N/A",67,4.1803,49,3.7597,56,3.7773,4.4,4.7,4.1,1.672,"1- F2","N","Y",5,"Y","Y",0.084,7.1,6.7,7.1,6.2,4.6,2.2,2.2,1.4,"small bite mark on right side size of quarter","10/17/2019",212.6,"10/23/2019",66.8,0.6858,0.3142,NA,"11/10/2019",4,0.3044,923.4282,27.572,8.663262465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-36-2019","CC36-2019","CC-36-19","CC36","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",1.672,40.9,41.4,3,3.5,11.8,11.5,6.6,28.7,"F",0.174,"N/A",31,3.2515,42,3.9067,47,4.1473,4.5,5,4.5,1.44,"1-H8","N","Y",5,"Y","Y",0.08,3.5,3.3,2.6,3.1,2,1.4,1,0.8,"","10/17/2019",238.7,"10/23/2019",73.8,0.6908,0.3092,NA,"11/10/2019",2,0.3456,923.6164,24.1611,7.470000754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-37-2019","CC37-2019","CC-37-19","CC37","6/19/2019","Mid","8/6/2019",61.40097,-144.51765,"CC",1.35,40.2,40.5,3.2,3.9,9.7,11.5,5.7,26,"F",0.096,"N/A",53,3.205,42,3.0111,67,3.4784,4.3,4.5,4.5,1.198,"1-F10","N","Y",5,"Y","Y",0.04,5.6,6,4.3,4.4,2.1,2.7,1.6,1.6,"","10/17/2019",173.4,"10/23/2019",52.1,0.6995,0.3005,NA,"11/13/2019",4,0.208,923.4282,23.0976,6.939936332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-38-2019","CC38-2019","CC-38-19","CC38","6/19/2019","Mid","8/6/2019",61.40097,-144.51765,"CC",2.376,46.3,48.4,5.9,6.9,11.8,14.9,5.9,32.7,"M",0.11,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.146,"1-F3","N","Y",5,"Y","Y",0.056,2.3,2.5,1.7,1.9,1.7,1.4,1.3,1.1,"","10/17/2019",176,"10/23/2019",51.4,0.708,0.292,NA,"11/13/2019",2,0.2606,923.6164,23.9234,6.986720227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-39-2019","CC39-2019","CC-39-19","CC39","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",1.592,42.2,43.5,4.2,4.4,10.4,12.2,5.6,26.6,"F",0.148,"N/A",51,4.2178,35,6.532,47,3.0487,4.2,4.3,4.1,1.368,"1-H1","N","Y",6,"Y","Y",0.07,4.5,4.5,3.2,3.6,2.3,2.4,1.5,1.2,"","10/17/2019",174.8,"10/23/2019",56.2,0.6785,0.3215,NA,"11/13/2019",4,0.2944,923.4282,24.3526,7.82961167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-40-2019","CC40-2019","CC-40-19","CC40","6/19/2019","Mid","8/8/2019",61.40097,-144.51765,"CC",1.66,41.5,42.8,3.5,4.2,11,12.8,5.6,27.5,"F",0.186,"N/A",48,5.1597,61,6.3251,36,3.9685,4.3,4.4,4.4,1.386,"1-G12","N","Y",7,"Y","Y",0.08,5.4,5.3,4.7,3.8,3,2.1,1.4,1.3,"","10/17/2019",170.4,"10/23/2019",49.5,0.7095,0.2905,NA,"11/13/2019",2,0.2083,923.6164,23.947,6.956434859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-41-2019","CC41-2019","CC-41-19","CC41","7/23/2019","Late","8/5/2019",61.40097,-144.51765,"CC",1.714,41.5,43.4,3.2,3.6,11.3,11.1,6.3,27.6,"F",0.248,"N/A",47,5.6036,65,6.5207,41,4.417,4.6,4.6,4.8,1.386,"1-E1","N","Y",5,"Y","Y",0.132,0.7,0.8,0.8,0.7,0.7,0.8,0.7,0.6,"","10/24/2019",144,"10/30/2019",37,0.7431,0.2569,NA,"11/13/2019",4,0.1971,923.4282,22.5385,5.791142361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-42-2019","CC42-2019","CC-42-19","CC42","7/23/2019","Late","8/2/2019",61.40097,-144.51765,"CC",1.786,45.1,46.3,4.2,4.5,10.9,13.4,6.3,28.6,"F",0.25,"N/A",83,7.2886,119,10.9818,95,9.227,4.2,4.4,4.3,1.446,"1-D2","N","Y",5,"Y","Y",0.134,1,0.9,0.9,0.8,0.8,0.6,0.7,0.6,"captured at Haley Creek","10/24/2019",130.9,"10/30/2019",32.7,0.7502,0.2498,NA,"11/19/2019",2,0.2551,923.6164,22.0973,5.520104736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-43-2019","CC43-2019","CC-43-19","CC43","7/23/2019","Late","8/7/2019",61.40097,-144.51765,"CC",1.574,40.8,42.1,3.4,4.3,11.2,11.9,6.9,28,"F",0.24,"N/A",46,5.5006,58,7.383,54,6.9991,5.3,5.4,4.9,1.248,"1- G5","N","Y",5,"Y","Y",0.112,0.7,0.8,0.9,1,0.7,1.2,0.7,1.1,"","10/24/2019",213.8,"10/30/2019",53.9,0.7479,0.2521,NA,"11/19/2019",4,0.2907,923.4282,22.4857,5.668752245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-44-2019","CC44-2019","CC-44-19","CC44","7/23/2019","Late","8/5/2019",61.40097,-144.51765,"CC",2.102,47.8,48.5,4.3,4.7,11.2,12.8,6,29.2,"F",0.13,"N/A",87,4.5445,44,5.2954,74,3.7995,4.5,4.2,3.9,1.864,"1-D11","N","Y",5,"Y","Y",0.6,4.9,5.1,3.5,3.2,1.7,2,1,1.6,"1 broken oto","10/24/2019",84.3,"10/30/2019",25.6,0.6963,0.3037,NA,"11/19/2019",2,0.2893,923.6164,25.0205,7.598158956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-45-2019","CC45-2019","CC-45-19","CC45","7/23/2019","Late","8/5/2019",61.40097,-144.51765,"CC",1.812,43.5,47.5,3.7,4.4,10.4,11.4,5.4,26.5,"F",0.162,"N/A",42,2.7024,33,3.4202,62,4.6541,4.4,4.3,4.5,1.644,"1-E5","N","Y",5,"Y","Y",0.078,3.9,3.1,3.5,1.9,2.6,1.4,1.1,0.9,"","10/24/2019",175.7,"10/30/2019",50.8,0.7109,0.2891,NA,"11/19/2019",4,0.2904,923.4282,25.0417,7.240286625,2,0.2247,923.6164,25.9849,7.512993284,4,0.3112,923.4282,25.0177,7.233347524,NA,NA,NA,NA,NA,NA
"CC-46-2019","CC46-2019","CC-46-19","CC46","7/23/2019","Late","8/6/2019",61.40097,-144.51765,"CC",1.5,42.4,42.8,4.6,5.1,10,12.4,5.3,26.1,"M",0.046,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,"1-F4","N","Y",5,"Y","",0.221,8.8,6.9,7,5.5,3,4.2,2.4,2.6,"","10/24/2019",141.1,"10/30/2019",47.3,0.6648,0.3352,NA,"11/19/2019",4,0.2748,923.4282,25.2859,8.476421474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-47-2019","CC47-2019","CC-47-19","CC47","7/23/2019","Late","8/5/2019",61.40097,-144.51765,"CC",2.664,49.6,50,6.1,6.4,11.7,14.1,6.9,31.2,"M",0.92,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,"1-D12","N","Y",5,"Y","Y",0.46,1.7,2,1.3,1.7,1.1,1.1,1,0.9,"","10/24/2019",154,"10/30/2019",44,0.7143,0.2857,NA,"11/19/2019",2,0.2693,923.1981,23.5531,6.729457143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-48-2019","CC48-2019","CC-48-19","CC48","7/23/2019","Late","8/8/2019",61.40097,-144.51765,"CC",1.708,42.8,43.2,4.1,4.6,10,10.5,5.9,27.1,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612,"1-H7","Y","Y",5,"Y","Y",0.02,9.4,7.6,8.9,7.1,5,4.8,2.8,3.2,"","10/24/2019",151.6,"10/30/2019",45.2,0.7018,0.2982,NA,"11/19/2019",4,0.3259,923.4282,24.1216,7.191928232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-49-2019","CC49-2019","CC-49-19","CC49","7/23/2019","Late","8/8/2019",61.40097,-144.51765,"CC",2.092,45.8,46.1,4.3,6,11.3,12,7.2,29.5,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934,"1-H12","N","Y",5,"Y","Y",0.036,1,1,1,1,0.9,0.9,0.7,0.9,"","10/24/2019",145,"10/30/2019",38,0.7379,0.2621,NA,"11/19/2019",2,0.2754,923.1981,22.4243,5.876713103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-50-2019","CC50-2019","CC-50-19","CC50","7/23/2019","Late","8/6/2019",61.40097,-144.51765,"CC",1.874,43.3,44.3,5.3,5.6,11.6,14.1,5.6,27.8,"M",0.048,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,"1-E11","N","Y",6,"Y","Y",0.023,1.6,1.8,1.5,1.2,1.4,1,0.8,0.8,"","10/24/2019",111.5,"10/30/2019",30.2,0.7291,0.2709,NA,"11/19/2019",4,0.2517,923.4282,24.2294,6.562581883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-51-2019","CC51-2019","CC-51-19","CC51","7/24/2019","Late","8/6/2019",61.40097,-144.51765,"CC",2.312,47.2,47.9,4.4,4.5,10.7,14,7.5,29.1,"F",0.214,"N/A",55,6.4186,59,6.5743,53,6.754,4.6,4.8,4.8,1.988,"1-E8","N","Y",5,"Y","Y",0.098,2.2,2.4,2,1.7,1.4,1.7,1.1,1.1,"","10/24/2019",145.2,"11/3/2019",42.8,0.7052,0.2948,NA,"11/25/2019",2,0.2445,923.1981,22.8154,6.725200551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-52-2019","CC52-2019","CC-52-19","CC52","7/24/2019","Late","8/6/2019",61.40097,-144.51765,"CC",2.074,47.3,48.1,5.7,6,11.2,12.1,5.7,28.4,"M",0.042,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.964,"1-F6","N","Y",5,"Y","Y",0.018,2.3,2.2,1.7,1.6,1.6,1.4,1.1,1.4,"","10/24/2019",211.2,"11/3/2019",61.8,0.7074,0.2926,NA,"11/25/2019",4,0.261,923.4282,25.0639,7.33403892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-53-2019","CC53-2019","CC-53-19","CC53","7/24/2019","Late","8/1/2019",61.40097,-144.51765,"CC",1.906,45.6,46.9,4.1,4.5,11,13.3,6.8,28.2,"F",0.23,"N/A",81,13.3802,72,13.6137,68,15.0168,5.2,5.5,5,1.592,"1-C12","N","Y",5,"Y","Y",0.094,2.6,2.9,1.9,2.2,1.7,1.8,1.2,1.2,"","10/30/2019",88.9,"11/3/2019",28,0.685,0.315,NA,"11/25/2019",2,0.2914,923.1981,24.1328,7.60088189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-54-2019","CC54-2019","CC-54-19","CC54","7/24/2019","Late","8/6/2019",61.40097,-144.51765,"CC",2.048,46.5,47.4,4.1,4.5,11.7,11.3,6.5,29.3,"F",0.166,"N/A",59,4.3213,64,4.6523,37,2.3837,4.4,4.6,4.5,1.83,"1-F8","Y","Y",5,"Y","Y",0.09,7.3,7.1,7.6,6,4.9,3.6,1.5,1.9,"","10/30/2019",128.4,"11/3/2019",42.4,0.6698,0.3302,NA,"11/25/2019",4,0.3942,923.4282,25.2695,8.344445483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-55-2019","CC55-2019","CC-55-19","CC55","7/24/2019","Late","8/1/2019",61.40097,-144.51765,"CC",1.992,47.6,48.5,4.8,5.4,11.3,13.2,5.7,27.4,"M",0.076,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.846,"1-C11","N","Y",6,"Y","Y",0.04,2.7,2.6,1.9,2,1.1,1.4,1.1,1.1,"","10/30/2019",126.3,"11/3/2019",39.1,0.6904,0.3096,NA,"11/25/2019",2,0.3958,923.1981,23.6377,7.317767775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-56-2019","CC56-2019","CC-56-19","CC56","7/24/2019","Late","8/6/2019",61.40097,-144.51765,"CC",1.847,45,45.8,4.8,5.1,10.4,13.2,6.2,28.7,"M",0.034,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,"1-F11","N","Y",6,"Y","Y",0.014,9.2,8.6,7.3,7,5.8,4,2.9,2.3,"","10/30/2019",116.4,"11/3/2019",38.1,0.6727,0.3273,NA,"11/25/2019",4,0.3136,923.4282,25.5058,8.348547938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-57-2019","CC57-2019","CC-57-19","CC57","7/24/2019","Late","8/1/2019",61.40097,-144.51765,"CC",1.87,44.6,45.2,41,4.2,11.7,13.6,7.2,28.4,"F",0.26,"N/A",119,13.7958,100,12.0315,92,10.8533,5.3,5.4,5.5,1.52,"1-C8","N","Y",6,"Y","Y",0.122,1.1,1.2,1.1,1.2,1.2,0.9,1,0.7,"","10/30/2019",156.9,"11/3/2019",40.5,0.7419,0.2581,NA,"11/25/2019",2,0.3223,923.1981,22.2181,5.735073614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-58-2019","CC58-2019","CC-58-19","CC58","7/24/2019","Late","8/6/2019",61.40097,-144.51765,"CC",1.966,45.6,46.1,3.7,3.8,11.6,12,6.7,29.2,"F",0.154,"N/A",51,4.802,44,3.9192,47,4.6656,4.7,4.4,4.6,1.77,"1- F7","Y","Y",5,"Y","Y",0.088,8.3,9.8,8.1,6.4,5.1,5.6,1.7,1.3,"","10/30/2019",101.9,"11/3/2019",35.5,0.6516,0.3484,NA,"11/25/2019",4,0.4072,923.4282,25.2995,8.813859176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-59-2019","CC59-2019","CC-59-19","CC59","7/24/2019","Late","8/1/2019",61.40097,-144.51765,"CC",1.592,42.8,43.4,4.6,5.1,10.4,12.5,5.9,27.4,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.496,"1-C10","Y","Y",6,"Y","Y",0.018,NA,NA,NA,NA,NA,NA,NA,NA,"","10/30/2019",118.5,"11/3/2019",39.1,0.67,0.33,NA,"11/25/2019",2,0.3608,923.1981,25.4948,8.41220827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC-60-2019","CC60-2019","CC-60-19","CC60","7/24/2019","Late","8/1/2019",61.40097,-144.51765,"CC",2.094,46.1,46.7,5,5.5,12.1,13.9,6.2,29.5,"M",0.064,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,"1-C9","N","Y",8,"Y","Y",0.035,2.1,2,1.9,2,1.4,1.4,1.2,1,"","10/30/2019",116.7,"11/3/2019",35.9,0.6924,0.3076,NA,"11/25/2019",4,0.3412,923.4282,23.6536,7.276471637,2,0.2746,923.1981,24.0964,7.412688603,4,0.2967,923.4282,22.8554,7.03092425,NA,NA,NA,NA,NA,NA
